postcode,state,region,area_type,sales_channel,customer_type,customer_segment,product_category,marketing_channel,device_type,fulfilment_type,discount_code_used,orders_2025,orders_2026,customers_2025,customers_2026,units_sold_2025,units_sold_2026,gross_sales_2025,gross_sales_2026,discounts_2025,discounts_2026,refunds_2025,refunds_2026,net_sales_2025,net_sales_2026,average_order_value_2025,average_order_value_2026,conversion_rate_2025,conversion_rate_2026,return_rate_2025,return_rate_2026,repeat_customer_rate_2025,repeat_customer_rate_2026
2023,NSW,Sydney,Metro,Social Commerce,New,Active,Apparel,Paid Search,Mobile,Click & Collect,No,62,75,42,57,98,123,10039.21,13268.21,1190.89,1592.48,990.25,1290.18,7858.07,10385.55,126.74,138.47,3.96%,4.38%,15.78%,15.74%,6.27%,6.85%
2024,NSW,Sydney,Metro,Online Store,New,Active,Apparel,Email / SMS,Mobile,Express Shipping,Yes,28,33,21,23,46,54,6134.17,7599.12,1143.16,1441.15,492.23,629.64,4498.79,5528.33,160.67,167.53,4.61%,4.74%,11.06%,9.93%,15.90%,15.32%
2024,NSW,Sydney,Metro,Shop App,Returning,High value,Accessories,Direct,Desktop,Standard Shipping,No,15,18,12,14,28,34,1746.21,2211.82,71.78,135.27,54.98,92.02,1619.45,1984.52,107.96,110.25,2.12%,2.03%,4.32%,5.19%,58.48%,59.26%
2024,NSW,Sydney,Metro,Online Store,New,Active,Footwear,Paid Social,Mobile,Express Shipping,Yes,4,5,3,4,5,6,1233.92,1538.41,224.56,286.73,137.83,165.35,871.53,1086.33,217.88,217.27,4.26%,4.86%,13.53%,13.98%,7.92%,8.18%
2024,NSW,Sydney,Metro,Shop App,Returning,Active,Apparel,Paid Social,Mobile,Standard Shipping,No,14,18,12,15,24,32,2359.65,2942.31,291.84,313.24,206.58,188.25,1861.22,2440.81,132.94,135.6,2.59%,2.49%,11.68%,9.67%,50.22%,53.62%
2025,NSW,Sydney,Metro,Online Store,Returning,At risk,Home & Lifestyle,Paid Search,Desktop,Express Shipping,Yes,17,18,15,15,21,23,3647.56,4196.32,652.34,815.21,264.12,226.12,2731.11,3154.99,160.65,175.28,4.99%,5.20%,8.78%,9.69%,65.41%,69.02%
2025,NSW,Sydney,Metro,Shop App,New,At risk,Footwear,Email / SMS,Tablet,Standard Shipping,No,3,4,2,3,3,5,897.94,1082.07,91.98,89.97,96.56,93.83,709.4,898.27,236.47,224.57,2.42%,2.67%,15.49%,14.98%,14.00%,20.65%
2025,NSW,Sydney,Metro,Online Store,Returning,Active,Accessories,Organic Search,Mobile,Express Shipping,Yes,21,26,19,19,38,48,2329.31,3128.71,324.36,497.12,96.87,80.23,1908.08,2551.36,90.86,98.13,2.88%,2.72%,5.15%,4.08%,77.94%,79.45%
2025,NSW,Sydney,Metro,Retail POS,New,New customer,Accessories,Direct,Mobile,Standard Shipping,No,8,9,7,7,15,17,687.44,773.94,60.18,75.63,19.85,14.39,607.41,683.91,75.93,75.99,1.86%,2.12%,3.68%,3.04%,7.20%,14.05%
2026,NSW,Sydney,Metro,Online Store,Returning,New customer,Apparel,Paid Social,Mobile,Express Shipping,No,38,42,27,35,60,67,8106.86,9836.37,483.79,742.26,727.21,1197.91,6895.86,7896.2,181.47,188.0,5.53%,5.81%,15.94%,15.85%,75.52%,72.61%
2026,NSW,Sydney,Metro,Shop App,Returning,New customer,Beauty & Personal Care,Paid Social,Mobile,Express Shipping,No,56,76,47,52,106,151,6452.15,9189.74,894.48,1172.91,196.74,255.2,5360.93,7761.63,95.73,102.13,2.31%,2.52%,4.67%,3.78%,48.93%,54.66%
2026,NSW,Sydney,Metro,Marketplace,New,Active,Accessories,Email / SMS,Mobile,Express Shipping,No,95,103,76,79,181,209,9186.96,10237.57,1010.0,904.83,517.57,467.51,7659.39,8865.23,80.63,86.07,4.59%,5.30%,7.87%,6.76%,7.75%,11.25%
2026,NSW,Sydney,Metro,Online Store,New,Active,Accessories,Direct,Mobile,Standard Shipping,No,68,77,55,67,124,147,6402.84,7636.59,228.68,399.18,117.34,37.38,6056.82,7200.03,89.07,93.51,4.51%,4.90%,2.19%,0.73%,20.83%,24.98%
2027,NSW,Sydney,Metro,Online Store,New,High value,Accessories,Paid Social,Desktop,Standard Shipping,No,36,43,27,35,58,71,3871.71,4773.0,224.41,157.5,114.77,156.82,3532.53,4458.69,98.13,103.69,4.26%,4.19%,3.69%,4.65%,18.93%,25.37%
2027,NSW,Sydney,Metro,Shop App,Returning,Active,Accessories,Paid Search,Mobile,Standard Shipping,No,11,13,8,9,21,24,1300.87,1673.83,65.94,114.93,62.52,76.42,1172.41,1482.47,106.58,114.04,4.04%,4.67%,5.67%,6.05%,73.02%,79.80%
2027,NSW,Sydney,Metro,Online Store,New,New customer,Beauty & Personal Care,Paid Social,Mobile,Standard Shipping,No,13,15,11,11,29,33,1295.75,1531.06,57.41,52.84,25.52,28.19,1212.83,1450.03,93.29,96.67,1.59%,1.72%,3.48%,2.67%,20.65%,20.61%
2027,NSW,Sydney,Metro,Retail POS,Returning,New customer,Accessories,Organic Search,Mobile,Click & Collect,Yes,40,47,34,35,69,84,4651.93,5582.07,767.46,826.15,68.24,137.7,3816.23,4618.22,95.41,98.26,4.66%,4.42%,2.56%,3.04%,61.74%,68.96%
2028,NSW,Sydney,Metro,Shop App,Returning,At risk,Home & Lifestyle,Paid Social,Mobile,Click & Collect,No,45,60,34,40,64,87,8568.02,11833.78,796.0,1226.38,293.11,272.25,7478.92,10335.15,166.2,172.25,5.13%,5.90%,5.92%,4.09%,77.71%,85.63%
2028,NSW,Sydney,Metro,Marketplace,New,At risk,Footwear,Paid Social,Mobile,Express Shipping,No,8,8,6,7,9,9,2280.09,2433.53,187.3,179.79,150.77,121.91,1942.01,2131.84,242.75,266.48,2.06%,2.35%,8.89%,7.71%,16.43%,22.75%
2028,NSW,Sydney,Metro,Online Store,New,High value,Apparel,Paid Search,Mobile,Express Shipping,No,44,42,32,32,70,69,6726.39,6892.12,836.8,866.34,390.96,400.75,5498.64,5625.03,124.97,133.93,3.81%,4.24%,9.67%,7.61%,19.40%,26.37%
2028,NSW,Sydney,Metro,Social Commerce,Returning,Active,Apparel,Paid Social,Desktop,Standard Shipping,No,26,32,24,24,41,51,4346.68,5385.42,214.47,367.54,284.78,224.89,3847.43,4792.99,147.98,149.78,3.92%,3.73%,7.73%,6.34%,50.87%,48.91%
2031,NSW,Sydney,Metro,Online Store,New,Active,Footwear,Paid Social,Desktop,Express Shipping,Yes,3,3,2,2,3,3,811.39,843.75,139.85,146.11,69.22,95.91,602.31,601.72,200.77,200.57,2.03%,2.38%,14.66%,14.29%,12.65%,16.61%
2031,NSW,Sydney,Metro,Shop App,New,Active,Footwear,Paid Search,Mobile,Standard Shipping,No,20,22,14,17,23,25,4610.7,5553.63,327.72,472.69,513.59,559.16,3769.39,4521.78,188.47,205.54,3.68%,4.27%,14.63%,14.01%,10.24%,16.48%
2031,NSW,Sydney,Metro,Shop App,Returning,Active,Accessories,Direct,Mobile,Standard Shipping,No,29,33,23,26,47,54,2965.4,3525.06,178.77,166.2,56.45,87.21,2730.18,3271.65,94.14,99.14,3.92%,4.27%,2.83%,3.71%,75.05%,72.56%
2031,NSW,Sydney,Metro,Online Store,New,New customer,Accessories,Email / SMS,Desktop,Express Shipping,No,50,62,36,52,83,106,4286.39,5660.32,243.32,407.72,83.32,49.96,3959.75,5202.64,79.19,83.91,3.95%,4.07%,2.36%,1.57%,6.00%,6.82%
2033,NSW,Sydney,Metro,Shop App,Returning,At risk,Footwear,Paid Search,Mobile,Standard Shipping,Yes,38,47,32,33,46,60,14573.71,18726.06,2634.6,3137.59,897.58,1007.21,11041.52,14581.27,290.57,310.24,2.66%,2.70%,8.77%,8.77%,65.20%,67.66%
2033,NSW,Sydney,Metro,Online Store,Returning,At risk,Beauty & Personal Care,Paid Social,Desktop,Express Shipping,Yes,169,196,139,146,354,424,18288.09,23338.67,3806.31,5008.52,454.41,1010.53,14027.37,17319.62,83.0,88.37,1.97%,2.00%,4.39%,5.95%,72.11%,74.92%
2033,NSW,Sydney,Metro,Online Store,New,New customer,Beauty & Personal Care,Paid Social,Mobile,Click & Collect,Yes,147,167,120,134,321,393,15803.74,18777.88,1695.95,2035.02,195.66,432.41,13912.14,16310.45,94.64,97.67,3.26%,3.16%,2.25%,3.30%,15.66%,15.21%
2033,NSW,Sydney,Metro,Marketplace,Returning,Reactivated,Apparel,Direct,Mobile,Express Shipping,No,116,124,89,99,164,183,21137.8,24295.95,912.18,1192.18,1287.58,1542.94,18938.04,21560.82,163.26,173.88,5.57%,6.22%,8.59%,8.66%,76.82%,75.08%
2035,NSW,Sydney,Metro,Shop App,New,New customer,Apparel,Referral / Affiliate,Mobile,Standard Shipping,No,52,55,43,40,88,96,9975.49,11493.27,1419.25,1383.34,839.74,1326.46,7716.51,8783.46,148.39,159.7,3.81%,3.81%,14.97%,13.74%,5.54%,10.26%
2035,NSW,Sydney,Metro,Shop App,New,Active,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,No,62,82,49,62,115,156,4732.51,6730.98,559.75,680.87,106.89,233.24,4065.86,5816.86,65.58,70.94,3.99%,3.78%,3.02%,4.38%,14.05%,14.76%
2035,NSW,Sydney,Metro,Online Store,New,New customer,Beauty & Personal Care,Referral / Affiliate,Mobile,Standard Shipping,No,91,113,79,79,179,229,8386.0,11042.78,825.02,913.54,127.9,169.58,7433.08,9959.66,81.68,88.14,2.74%,2.78%,2.05%,2.29%,7.30%,12.35%
2035,NSW,Sydney,Metro,Shop App,Returning,At risk,Apparel,Referral / Affiliate,Desktop,Standard Shipping,Yes,63,84,51,58,94,133,13502.81,18150.59,1784.0,2326.55,1586.85,2003.75,10131.96,13820.29,160.82,164.53,4.58%,4.74%,15.37%,14.36%,65.90%,70.39%
2050,NSW,Sydney,Metro,Online Store,New,New customer,Beauty & Personal Care,Email / SMS,Desktop,Standard Shipping,No,26,27,23,18,48,53,2563.31,2805.49,209.91,279.24,90.74,67.94,2262.65,2458.32,87.03,91.05,2.01%,2.07%,4.55%,3.91%,14.13%,19.21%
2050,NSW,Sydney,Metro,Online Store,New,Reactivated,Apparel,Email / SMS,Mobile,Standard Shipping,Yes,53,52,44,37,85,86,13507.24,13932.86,2796.15,2941.03,1562.95,1526.47,9148.14,9465.36,172.61,182.03,4.15%,4.86%,13.67%,15.27%,11.02%,16.66%
2050,NSW,Sydney,Metro,Online Store,Returning,At risk,Home & Lifestyle,Paid Search,Desktop,Express Shipping,No,18,18,13,13,25,27,3793.95,3979.7,521.79,526.32,122.37,78.04,3149.79,3375.34,174.99,187.52,4.97%,5.24%,3.93%,2.74%,65.99%,63.18%
2050,NSW,Sydney,Metro,Shop App,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,Yes,11,13,8,10,12,15,4351.93,5077.21,599.12,598.45,364.37,297.33,3388.44,4181.43,308.04,321.65,4.81%,5.40%,11.72%,10.28%,69.75%,70.58%
2063,NSW,Sydney,Metro,Social Commerce,New,High value,Accessories,Paid Social,Tablet,Standard Shipping,No,36,41,28,35,66,76,3417.86,4148.16,280.41,424.18,51.27,36.57,3086.18,3687.41,85.73,89.94,3.05%,3.06%,2.36%,1.10%,11.88%,11.26%
2063,NSW,Sydney,Metro,Online Store,New,High value,Footwear,Organic Search,Tablet,Standard Shipping,No,58,55,43,41,69,70,15423.28,15541.43,1224.47,1613.27,1630.35,1167.64,12568.46,12760.52,216.7,232.01,2.20%,2.46%,13.20%,12.89%,11.56%,15.76%
2063,NSW,Sydney,Metro,Shop App,New,New customer,Footwear,Paid Social,Mobile,Standard Shipping,Yes,45,49,35,36,53,61,12077.53,13601.02,2572.41,2728.07,632.27,730.97,8872.85,10141.98,197.17,206.98,3.46%,3.85%,8.17%,7.46%,11.45%,13.93%
2063,NSW,Sydney,Metro,Social Commerce,New,New customer,Apparel,Paid Search,Mobile,Click & Collect,Yes,22,27,18,22,36,45,3860.17,4710.5,635.46,745.56,432.73,387.3,2791.98,3577.64,126.91,132.51,4.19%,4.77%,15.82%,13.64%,5.26%,8.56%
2067,NSW,Sydney,Metro,Online Store,New,Reactivated,Apparel,Email / SMS,Mobile,Express Shipping,Yes,50,58,45,47,74,92,11682.97,13632.22,2068.01,2252.94,1305.88,1427.91,8309.09,9951.36,166.18,171.58,4.04%,4.50%,15.30%,13.19%,20.59%,20.28%
2067,NSW,Sydney,Metro,Shop App,Returning,New customer,Apparel,Direct,Mobile,Standard Shipping,Yes,12,15,9,12,19,26,2779.36,3376.82,458.38,512.6,286.03,293.5,2034.95,2570.72,169.58,171.38,4.18%,4.59%,15.86%,14.59%,74.19%,79.95%
2067,NSW,Sydney,Metro,Social Commerce,Returning,Active,Accessories,Organic Search,Tablet,Standard Shipping,Yes,72,98,50,76,123,178,9390.09,13380.06,992.58,1187.99,438.56,755.8,7958.95,11436.27,110.54,116.7,2.46%,2.65%,7.71%,7.81%,70.02%,68.04%
2067,NSW,Sydney,Metro,Shop App,Returning,At risk,Accessories,Email / SMS,Mobile,Standard Shipping,No,63,86,50,68,102,145,8610.88,11936.81,855.21,935.61,327.31,319.57,7428.36,10681.64,117.91,124.21,4.92%,5.79%,5.39%,4.60%,69.47%,70.47%
2081,NSW,Sydney,Metro,Online Store,New,Reactivated,Home & Lifestyle,Email / SMS,Mobile,Express Shipping,Yes,74,86,59,60,100,118,14346.34,18121.16,2560.72,3450.5,453.03,444.13,11332.59,14226.53,153.14,165.42,4.16%,4.57%,4.17%,3.41%,12.93%,12.85%
2081,NSW,Sydney,Metro,Online Store,New,New customer,Footwear,Email / SMS,Mobile,Standard Shipping,Yes,16,18,12,15,18,22,4406.42,5121.86,575.04,770.05,503.51,481.1,3327.86,3870.7,207.99,215.04,5.42%,5.18%,16.57%,15.87%,17.60%,23.57%
2081,NSW,Sydney,Metro,Shop App,New,Reactivated,Apparel,Paid Social,Mobile,Standard Shipping,Yes,156,180,118,150,260,316,27122.14,32888.57,2525.64,2803.45,2683.92,3075.0,21912.59,27010.13,140.47,150.06,3.63%,3.44%,15.21%,16.41%,15.71%,16.92%
2081,NSW,Sydney,Metro,Online Store,Returning,High value,Apparel,Organic Search,Mobile,Standard Shipping,No,260,313,208,247,369,436,49257.51,58832.08,2867.04,3129.94,3507.07,2912.44,42883.39,52789.71,164.94,168.66,4.99%,5.59%,8.95%,8.03%,75.33%,78.22%
2084,NSW,Sydney,Metro,Shop App,Returning,New customer,Home & Lifestyle,Paid Social,Mobile,Standard Shipping,Yes,82,111,56,81,101,139,20522.79,29388.65,3008.07,4981.86,833.58,1095.08,16681.14,23311.71,203.43,210.02,4.70%,4.81%,6.37%,4.52%,69.36%,69.09%
2084,NSW,Sydney,Metro,Social Commerce,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,No,36,41,25,35,37,42,11203.57,13252.01,414.58,460.7,668.79,805.51,10120.19,11985.79,281.12,292.34,2.46%,2.63%,9.70%,7.91%,74.43%,75.99%
2084,NSW,Sydney,Metro,Online Store,New,At risk,Footwear,Email / SMS,Mobile,Express Shipping,Yes,92,88,69,75,93,94,25943.08,27353.44,4978.34,5868.11,2256.09,2012.06,18708.65,19473.28,203.35,221.29,3.36%,3.30%,11.40%,9.52%,7.67%,9.30%
2084,NSW,Sydney,Metro,Retail POS,New,At risk,Footwear,Paid Social,Mobile,Standard Shipping,Yes,144,151,105,114,150,158,41274.62,46956.22,8884.29,9142.55,4159.44,5863.58,28230.88,31950.09,196.05,211.59,2.27%,2.51%,13.20%,14.84%,10.75%,14.15%
2090,NSW,Sydney,Metro,Retail POS,Returning,New customer,Footwear,Paid Social,Desktop,Standard Shipping,Yes,58,66,51,46,59,71,23736.13,28369.2,4332.36,4860.41,2640.74,3003.25,16763.02,20505.54,289.02,310.69,3.84%,4.38%,18.40%,17.26%,70.14%,75.37%
2090,NSW,Sydney,Metro,Shop App,Returning,Reactivated,Apparel,Paid Social,Tablet,Standard Shipping,No,51,59,44,40,82,99,8454.57,10124.14,564.92,618.61,584.72,697.52,7304.92,8808.01,143.23,149.29,2.42%,2.51%,10.98%,9.03%,56.13%,61.21%
2090,NSW,Sydney,Metro,Shop App,Returning,Active,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,No,18,25,14,17,21,32,4355.55,6192.37,197.23,329.76,229.33,171.98,3928.99,5690.63,218.28,227.63,2.67%,2.88%,6.38%,5.03%,67.66%,68.78%
2090,NSW,Sydney,Metro,Marketplace,New,High value,Accessories,Paid Social,Mobile,Standard Shipping,Yes,250,304,178,219,442,529,27813.16,33941.4,5973.16,6574.05,590.19,203.13,21249.81,27164.22,85.0,89.36,3.38%,3.48%,3.09%,0.81%,17.40%,18.90%
2093,NSW,Sydney,Metro,Marketplace,Returning,High value,Home & Lifestyle,Email / SMS,Desktop,Click & Collect,Yes,125,157,106,114,155,204,28006.47,36399.97,5773.92,7717.0,1625.8,2227.34,20606.75,26455.63,164.85,168.51,3.64%,3.44%,9.24%,8.24%,51.36%,53.92%
2093,NSW,Sydney,Metro,Social Commerce,Returning,Active,Footwear,Paid Social,Mobile,Standard Shipping,No,46,50,40,44,47,51,17232.24,19253.16,1708.27,1983.94,2449.38,2180.0,13074.59,15089.22,284.23,301.78,2.09%,2.31%,16.82%,16.12%,52.63%,52.20%
2093,NSW,Sydney,Metro,Online Store,Returning,New customer,Apparel,Paid Social,Mobile,Click & Collect,Yes,35,38,28,32,49,53,9468.3,10362.38,1906.58,1943.13,984.24,835.98,6577.47,7583.27,187.93,199.56,1.85%,2.12%,14.02%,12.93%,68.11%,66.08%
2093,NSW,Sydney,Metro,Shop App,Returning,Active,Apparel,Paid Search,Mobile,Standard Shipping,No,163,201,124,176,245,324,32190.44,40774.12,2138.76,3013.42,2745.11,2907.58,27306.58,34853.11,167.53,173.4,4.65%,5.25%,14.09%,12.19%,61.84%,67.46%
2101,NSW,Sydney,Metro,Online Store,Returning,High value,Footwear,Email / SMS,Desktop,Express Shipping,No,24,23,20,19,25,24,7880.59,8215.06,580.85,514.29,969.33,1205.27,6330.41,6495.5,263.77,282.41,6.69%,6.94%,18.23%,18.31%,63.98%,63.05%
2101,NSW,Sydney,Metro,Online Store,Returning,Active,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,No,5,5,4,4,6,6,924.32,1014.11,105.08,121.36,36.51,40.51,782.73,852.25,156.55,170.45,4.85%,5.37%,5.97%,4.87%,76.03%,82.90%
2101,NSW,Sydney,Metro,Online Store,Returning,Active,Beauty & Personal Care,Paid Search,Mobile,Express Shipping,No,109,128,74,91,217,267,9900.79,12158.86,472.11,637.14,114.04,150.71,9314.64,11371.01,85.46,88.84,2.21%,2.54%,1.36%,1.72%,52.53%,59.80%
2101,NSW,Sydney,Metro,Marketplace,Returning,New customer,Apparel,Organic Search,Mobile,Click & Collect,Yes,23,29,19,20,33,41,5000.04,6906.97,934.52,1400.35,373.67,647.57,3691.85,4859.05,160.52,167.55,4.01%,4.71%,13.01%,11.19%,55.73%,54.45%
2110,NSW,Sydney,Metro,Marketplace,Returning,High value,Apparel,Organic Search,Mobile,Express Shipping,Yes,108,109,89,86,153,162,22082.84,23767.3,5071.11,6039.67,1448.74,1063.32,15562.99,16664.31,144.1,152.88,1.73%,1.76%,7.90%,6.40%,56.24%,58.34%
2110,NSW,Sydney,Metro,Social Commerce,New,High value,Accessories,Organic Search,Mobile,Standard Shipping,No,178,207,146,168,295,339,21435.12,27759.74,2871.9,3858.91,617.12,1353.36,17946.11,22547.46,100.82,108.92,2.77%,2.76%,4.39%,5.87%,21.53%,22.61%
2110,NSW,Sydney,Metro,Online Store,New,New customer,Footwear,Email / SMS,Desktop,Standard Shipping,No,31,30,28,24,32,33,9289.13,9815.22,687.17,838.74,1123.02,1264.79,7478.94,7711.69,241.26,257.06,4.98%,4.86%,16.14%,15.79%,17.57%,20.75%
2110,NSW,Sydney,Metro,Online Store,Returning,New customer,Accessories,Paid Search,Mobile,Standard Shipping,Yes,86,88,69,71,138,143,12352.14,13470.94,2208.83,2282.12,732.45,1051.65,9410.86,10137.17,109.43,115.2,3.13%,3.30%,7.88%,9.44%,63.59%,67.46%
2116,NSW,Sydney,Metro,Marketplace,Returning,High value,Apparel,Paid Social,Mobile,Click & Collect,Yes,74,88,64,67,120,141,13553.19,17086.23,1448.12,1625.33,1146.34,1779.38,10958.72,13681.52,148.09,155.47,2.81%,3.21%,12.34%,13.07%,70.58%,75.80%
2116,NSW,Sydney,Metro,Online Store,New,At risk,Home & Lifestyle,Email / SMS,Mobile,Standard Shipping,No,118,124,89,106,144,152,22616.19,23879.67,1888.86,1720.82,562.1,633.74,20165.22,21525.11,170.89,173.59,2.28%,2.30%,3.38%,4.01%,10.92%,13.94%
2116,NSW,Sydney,Metro,Shop App,Returning,Active,Apparel,Paid Search,Desktop,Standard Shipping,No,37,47,27,42,57,75,6315.1,7924.48,258.49,293.74,641.76,634.75,5414.85,6996.0,146.35,148.85,4.86%,5.39%,13.20%,12.09%,53.99%,54.34%
2116,NSW,Sydney,Metro,Online Store,Returning,New customer,Accessories,Email / SMS,Mobile,Express Shipping,No,75,89,54,77,133,169,9853.63,12260.14,819.44,1008.71,242.91,287.33,8791.28,10964.09,117.22,123.19,4.26%,4.48%,3.66%,2.77%,76.68%,75.91%
2126,NSW,Sydney,Metro,Social Commerce,New,New customer,Apparel,Paid Social,Mobile,Standard Shipping,No,15,20,13,16,21,28,2506.34,3303.18,283.99,322.05,225.89,235.91,1996.47,2745.22,133.1,137.26,2.22%,2.57%,11.47%,10.37%,11.18%,17.44%
2126,NSW,Sydney,Metro,Shop App,Returning,Active,Accessories,Paid Social,Mobile,Standard Shipping,No,50,62,34,46,81,104,4955.87,6342.91,398.18,560.02,148.12,114.74,4409.57,5668.14,88.19,91.42,3.85%,4.33%,4.29%,2.27%,55.70%,58.62%
2126,NSW,Sydney,Metro,Online Store,Returning,New customer,Beauty & Personal Care,Email / SMS,Desktop,Standard Shipping,No,58,64,46,47,119,135,6689.68,7495.75,630.78,692.66,112.64,31.44,5946.26,6771.66,102.52,105.81,4.36%,5.12%,2.35%,0.50%,66.58%,70.86%
2126,NSW,Sydney,Metro,Online Store,New,New customer,Home & Lifestyle,Organic Search,Desktop,Standard Shipping,Yes,17,20,13,17,23,27,3550.64,4463.8,391.74,448.43,150.38,278.04,3008.52,3737.33,176.97,186.87,2.10%,2.04%,7.08%,7.53%,13.54%,15.92%
2133,NSW,Sydney,Metro,Retail POS,Returning,Active,Footwear,Paid Social,Mobile,Click & Collect,Yes,30,28,25,19,31,29,10619.57,10479.08,2243.35,2202.85,1198.02,1186.39,7178.19,7089.85,239.27,253.21,2.17%,2.47%,16.08%,15.93%,76.66%,74.95%
2133,NSW,Sydney,Metro,Marketplace,Returning,High value,Footwear,Paid Search,Desktop,Standard Shipping,Yes,20,21,17,18,22,23,6481.24,7309.24,850.12,953.81,671.52,969.39,4959.6,5386.04,247.98,256.48,5.19%,5.46%,15.16%,16.51%,74.40%,78.94%
2133,NSW,Sydney,Metro,Shop App,New,At risk,Footwear,Direct,Mobile,Standard Shipping,No,16,20,11,18,17,22,4130.85,5284.71,206.39,344.49,437.26,388.85,3487.21,4551.37,217.95,227.57,2.67%,3.07%,12.61%,10.99%,14.95%,17.02%
2133,NSW,Sydney,Metro,Shop App,New,Active,Home & Lifestyle,Paid Social,Desktop,Standard Shipping,Yes,19,22,17,19,26,30,4470.22,4949.45,579.54,552.02,258.25,217.88,3632.43,4179.56,191.18,189.98,4.56%,5.26%,7.71%,7.26%,20.52%,19.64%
2135,NSW,Sydney,Metro,Online Store,New,High value,Accessories,Organic Search,Mobile,Standard Shipping,No,17,19,13,14,30,35,1859.33,2182.52,242.16,330.16,72.64,73.57,1544.53,1778.78,90.85,93.62,3.02%,2.94%,6.45%,4.91%,15.32%,14.64%
2135,NSW,Sydney,Metro,Retail POS,Returning,New customer,Footwear,Paid Social,Desktop,Standard Shipping,No,23,26,20,23,24,29,7157.55,7766.23,664.08,617.41,881.38,779.59,5612.09,6369.23,244.0,244.97,2.94%,2.90%,14.83%,13.53%,62.38%,68.29%
2135,NSW,Sydney,Metro,Online Store,Returning,Active,Accessories,Direct,Mobile,Standard Shipping,No,66,81,47,61,120,145,6725.1,8635.34,560.05,631.0,318.01,516.77,5847.04,7487.57,88.59,92.44,4.02%,4.30%,6.54%,7.98%,48.02%,48.71%
2135,NSW,Sydney,Metro,Shop App,New,High value,Apparel,Organic Search,Mobile,Standard Shipping,No,45,56,40,40,73,96,7548.22,10132.57,471.63,766.85,760.63,1189.97,6315.97,8175.75,140.35,146.0,3.93%,4.23%,13.07%,14.46%,20.32%,26.53%
2138,NSW,Sydney,Metro,Shop App,Returning,New customer,Apparel,Direct,Mobile,Express Shipping,No,7,8,6,7,11,13,1433.0,1648.98,156.28,167.97,121.31,110.82,1155.41,1370.18,165.06,171.27,2.25%,2.61%,11.48%,10.76%,62.34%,63.70%
2138,NSW,Sydney,Metro,Social Commerce,Returning,High value,Accessories,Direct,Mobile,Standard Shipping,Yes,26,31,20,22,42,54,3074.5,3822.62,420.25,567.16,46.29,83.35,2607.96,3172.11,100.31,102.33,3.02%,3.51%,2.28%,3.09%,52.80%,59.61%
2138,NSW,Sydney,Metro,Online Store,Returning,New customer,Accessories,Referral / Affiliate,Mobile,Express Shipping,No,54,64,45,48,88,105,5449.22,6616.75,470.18,483.9,189.58,233.15,4789.46,5899.7,88.69,92.18,2.43%,2.87%,4.83%,4.24%,60.21%,64.94%
2138,NSW,Sydney,Metro,Social Commerce,New,At risk,Accessories,Paid Social,Mobile,Express Shipping,No,84,101,65,67,158,197,9205.55,11581.86,891.89,849.52,432.37,463.4,7881.3,10268.95,93.82,101.67,3.49%,3.95%,6.05%,4.93%,15.43%,17.79%
2142,NSW,Sydney,Metro,Online Store,Returning,Active,Accessories,Organic Search,Mobile,Standard Shipping,No,22,26,19,18,36,44,2985.93,3601.38,190.79,292.78,132.82,115.9,2662.31,3192.71,121.01,122.8,2.11%,2.28%,5.32%,4.40%,68.60%,75.43%
2142,NSW,Sydney,Metro,Retail POS,New,High value,Footwear,Email / SMS,Desktop,Standard Shipping,Yes,42,49,30,41,47,54,15906.63,20391.15,3116.39,4501.88,1705.52,2567.82,11084.73,13321.45,263.92,271.87,2.51%,2.44%,15.13%,16.01%,9.56%,14.57%
2142,NSW,Sydney,Metro,Online Store,Returning,Reactivated,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,Yes,43,53,39,41,97,127,5398.97,7045.17,891.1,1048.02,111.34,83.03,4396.52,5914.12,102.24,111.59,4.31%,4.80%,3.20%,1.42%,59.27%,66.06%
2142,NSW,Sydney,Metro,Online Store,Returning,Reactivated,Apparel,Paid Social,Desktop,Standard Shipping,No,35,44,28,36,51,67,5831.26,7455.28,829.59,922.32,413.17,549.54,4588.5,5983.42,131.1,135.99,2.48%,2.78%,11.17%,12.17%,73.36%,71.01%
2143,NSW,Sydney,Metro,Marketplace,Returning,New customer,Apparel,Direct,Desktop,Standard Shipping,Yes,34,36,29,26,54,57,5715.37,6677.52,864.02,1154.2,569.6,563.53,4281.75,4959.79,125.93,137.77,2.61%,2.96%,13.82%,12.21%,60.22%,64.42%
2143,NSW,Sydney,Metro,Online Store,New,High value,Beauty & Personal Care,Paid Social,Desktop,Express Shipping,No,53,58,40,46,99,107,4231.78,4957.03,392.43,521.12,147.64,139.65,3691.71,4296.25,69.65,74.07,3.08%,2.94%,4.31%,4.25%,6.57%,11.63%
2143,NSW,Sydney,Metro,Online Store,Returning,High value,Footwear,Email / SMS,Mobile,Standard Shipping,Yes,29,33,26,27,31,38,11615.88,14414.56,2198.24,2961.98,1099.32,1160.82,8318.32,10291.76,286.84,311.87,3.72%,3.95%,13.67%,11.60%,51.91%,59.15%
